Order_ID,Order_Date,Customer_ID,Customer_City,Customer_State,Category,Sub_Category,Product_Name,Price,Quantity,Discount_Percentage,Payment_Method,Delivery_Type,Delivery_Days,Return_Status,Rating
F1648,2025-11-22,CUST311,Lake Geoffreyview,Georgia,Home,Furniture,Material,36325,3,27,Credit Card,Standard,7,Yes,1
F1649,2026-01-05,CUST149,East Justin,Texas,Home,Furniture,Lot,44458,1,25,COD,Express,7,No,2
F1650,2025-12-20,CUST324,Mooreville,Oklahoma,Grocery,Beverages,Improve,41733,4,20,UPI,Express,7,Yes,5
F1651,2026-01-20,CUST489,Millerberg,New Hampshire,Fashion,Men Clothing,Development,41827,1,30,EMI,Express,4,No,1
F1652,2025-12-11,CUST771,East Brandon,Idaho,Beauty,Skincare,Bad,39166,4,30,UPI,Express,6,No,1
F1653,2026-02-04,CUST713,Royville,Connecticut,Grocery,Snacks,Major,57397,3,15,Debit Card,Standard,6,Yes,2
F1654,2025-08-28,CUST441,Timothyview,Maine,Home,Furniture,Little,36624,3,8,COD,Standard,7,Yes,3
F1655,2026-01-04,CUST794,Smithshire,Rhode Island,Fashion,Men Clothing,Team,8292,2,9,Debit Card,Standard,7,No,1
F1656,2026-01-02,CUST724,East Elizabeth,Minnesota,Electronics,Accessories,Where,37783,1,9,Credit Card,Express,4,No,4
F1657,2025-09-15,CUST103,Shawland,Maine,Fashion,Women Clothing,Walk,42758,3,10,Debit Card,Standard,6,No,5
F1658,2025-11-10,CUST931,East Michaelmouth,Delaware,Fashion,Men Clothing,Amount,1647,3,18,EMI,Express,7,No,1
F1659,2025-11-19,CUST830,Amandafurt,Delaware,Beauty,Makeup,Least,3265,1,8,EMI,Standard,5,No,3
F1660,2025-11-27,CUST478,Port Annbury,Minnesota,Fashion,Women Clothing,Stay,4299,2,11,COD,Standard,3,Yes,2
F1661,2025-10-12,CUST256,East Megan,Florida,Grocery,Snacks,Indicate,35672,5,18,EMI,Standard,5,Yes,2
F1662,2026-01-21,CUST555,Richardshire,Oregon,Fashion,Men Clothing,Brother,7014,3,6,EMI,Standard,7,No,1
F1663,2025-09-24,CUST472,Hernandezton,Minnesota,Electronics,Mobile,Return,22834,5,17,COD,Express,4,Yes,5
F1664,2025-10-28,CUST899,Martinezburgh,Wyoming,Beauty,Skincare,Beat,22311,2,27,Debit Card,Express,6,Yes,5
F1665,2026-02-13,CUST873,West Jacob,Illinois,Electronics,Laptop,Everyone,59149,3,6,EMI,Standard,3,Yes,3
F1666,2025-09-22,CUST384,East Ashleyport,Texas,Electronics,Laptop,Appear,13248,4,10,COD,Standard,3,Yes,1
F1667,2025-08-27,CUST452,North Brittany,Indiana,Fashion,Women Clothing,Full,18397,1,10,Credit Card,Express,2,No,2
F1668,2026-01-14,CUST282,North Lauraville,Utah,Beauty,Makeup,As,54691,4,12,EMI,Express,5,Yes,4
F1669,2025-11-21,CUST143,East Moniquehaven,Arkansas,Fashion,Men Clothing,Subject,49787,4,6,COD,Express,4,Yes,1
F1670,2025-11-11,CUST711,Lake Rayborough,Washington,Grocery,Snacks,Usually,8823,2,27,COD,Express,6,Yes,3
F1671,2026-01-02,CUST857,New Timothy,Oklahoma,Beauty,Skincare,Score,36139,4,9,COD,Express,5,No,1
F1672,2026-01-16,CUST443,Lisamouth,Ohio,Home,Kitchen,Explain,33404,1,5,COD,Express,5,Yes,4
F1673,2025-12-30,CUST422,South Ryanfurt,Iowa,Grocery,Beverages,Candidate,5207,3,9,COD,Standard,3,Yes,4
F1674,2026-01-01,CUST804,Timothymouth,Utah,Electronics,Mobile,Total,40903,1,7,COD,Express,7,Yes,3
F1675,2025-10-11,CUST691,Port Alexander,California,Fashion,Men Clothing,Child,29916,4,11,Debit Card,Express,5,No,4
F1676,2025-11-29,CUST448,Colleenberg,North Dakota,Home,Kitchen,Time,49195,3,8,UPI,Standard,7,Yes,4
F1677,2025-11-03,CUST327,Annchester,North Carolina,Grocery,Beverages,Rule,6844,5,14,EMI,Express,3,No,3
F1678,2025-11-16,CUST694,Stephaniebury,North Dakota,Fashion,Men Clothing,Go,55964,2,8,Credit Card,Express,4,No,2
F1679,2026-02-01,CUST743,North Scott,New Hampshire,Fashion,Men Clothing,Accept,27679,4,18,Credit Card,Express,6,No,1
F1680,2026-01-07,CUST143,Anthonyshire,Maine,Fashion,Women Clothing,Choice,24329,3,12,UPI,Standard,4,No,1
F1681,2025-09-07,CUST163,North Lynnmouth,Hawaii,Fashion,Men Clothing,Town,15881,4,17,UPI,Express,6,Yes,1
F1682,2025-09-24,CUST975,Heatherfurt,Maine,Electronics,Accessories,Serve,16740,2,13,EMI,Standard,5,No,3
F1683,2026-01-30,CUST338,New Eric,Utah,Fashion,Women Clothing,All,57156,4,19,UPI,Standard,6,No,3
F1684,2025-10-21,CUST736,Karenmouth,Ohio,Beauty,Skincare,Example,59868,3,6,UPI,Express,7,No,5
F1685,2026-01-15,CUST693,Erinstad,Delaware,Electronics,Mobile,Next,56888,4,23,Debit Card,Express,6,No,1
F1686,2025-09-08,CUST975,South Thomas,Georgia,Home,Kitchen,South,16668,4,7,UPI,Express,2,Yes,5
F1687,2025-10-10,CUST259,West Joseph,Oklahoma,Beauty,Makeup,According,10410,5,9,EMI,Express,4,No,2
F1688,2026-02-03,CUST281,North Robert,North Carolina,Grocery,Snacks,Tonight,48941,1,7,Debit Card,Standard,4,Yes,3
F1689,2025-11-26,CUST181,North Justinmouth,California,Fashion,Women Clothing,Debate,38943,3,15,COD,Express,7,Yes,2
F1690,2026-02-03,CUST756,Thomaschester,Rhode Island,Beauty,Skincare,No,43184,2,17,EMI,Standard,2,Yes,5
F1691,2025-10-28,CUST857,Pamelaton,Florida,Home,Kitchen,Buy,38712,2,20,Credit Card,Express,7,Yes,4
F1692,2026-02-10,CUST917,Port Jacob,North Carolina,Beauty,Makeup,Yet,27888,3,25,Credit Card,Express,7,No,5
F1693,2025-11-29,CUST619,Mitchellborough,Arkansas,Electronics,Laptop,Worry,23718,2,15,Credit Card,Express,6,No,5
F1694,2026-01-05,CUST153,Alisonburgh,Wisconsin,Grocery,Beverages,Step,52328,1,17,UPI,Standard,5,No,5
F1695,2025-10-01,CUST400,Katherinefurt,Florida,Home,Kitchen,Beat,30495,5,9,EMI,Express,5,Yes,3
F1696,2025-12-27,CUST810,Port David,Kentucky,Fashion,Women Clothing,Management,443,1,20,EMI,Standard,2,Yes,4
F1697,2025-11-10,CUST917,Andersonmouth,Kansas,Electronics,Accessories,Society,12941,4,10,EMI,Express,3,No,3
F1698,2025-09-06,CUST763,Jonathanville,Massachusetts,Grocery,Beverages,Blue,26336,4,10,Debit Card,Express,5,Yes,1
F1699,2025-11-16,CUST702,East Scottton,Missouri,Fashion,Men Clothing,International,54692,5,18,COD,Standard,5,Yes,2
F1700,2025-09-03,CUST567,South Cassidyshire,Oregon,Beauty,Makeup,Cultural,13143,1,13,Debit Card,Standard,3,Yes,4
F1701,2025-09-13,CUST577,Patriciamouth,Delaware,Grocery,Beverages,Debate,54759,1,28,UPI,Express,4,No,2
F1702,2026-01-01,CUST219,Angelaton,California,Grocery,Beverages,War,15277,3,28,UPI,Express,3,Yes,4
F1703,2026-01-17,CUST574,Schwartzburgh,Kentucky,Grocery,Beverages,Western,1900,1,19,Credit Card,Standard,7,Yes,1
F1704,2025-12-27,CUST133,Port Bradmouth,New Hampshire,Home,Furniture,Institution,40649,5,18,Debit Card,Standard,3,No,5
F1705,2025-08-26,CUST925,South Pamelachester,Maryland,Home,Kitchen,Suffer,25719,1,21,Debit Card,Express,3,Yes,4
F1706,2026-01-20,CUST987,Pierceland,Idaho,Home,Furniture,Into,26878,4,29,Credit Card,Standard,5,No,1
F1707,2025-10-04,CUST519,Lynnfort,Wisconsin,Home,Furniture,Year,17202,4,22,EMI,Express,2,No,2
F1708,2025-11-06,CUST678,Benjaminton,Texas,Home,Kitchen,Economy,55066,2,18,Debit Card,Standard,5,No,4
F1709,2025-11-12,CUST365,Randallview,North Dakota,Electronics,Mobile,Goal,52392,4,7,Credit Card,Standard,3,No,1
F1710,2025-08-31,CUST362,East Tiffany,Tennessee,Electronics,Mobile,Then,3704,1,30,EMI,Standard,4,No,1
F1711,2025-12-07,CUST649,Johnsonshire,Indiana,Home,Kitchen,Participant,52050,5,25,UPI,Express,2,Yes,2
F1712,2026-02-17,CUST890,West Walterville,Missouri,Grocery,Beverages,Become,13906,2,24,EMI,Express,5,Yes,3
F1713,2025-12-28,CUST953,Maryburgh,Virginia,Electronics,Mobile,Century,27255,1,17,COD,Express,3,Yes,2
F1714,2025-08-29,CUST188,Tinaport,Oklahoma,Electronics,Laptop,Visit,54641,1,21,EMI,Express,5,No,4
F1715,2025-11-29,CUST358,Estradashire,Indiana,Home,Kitchen,Child,55178,3,30,Debit Card,Standard,3,No,2
F1716,2025-10-30,CUST664,North Adamstad,South Dakota,Beauty,Makeup,Last,29171,4,27,EMI,Standard,5,No,3
F1717,2025-12-13,CUST271,Victoriaview,Minnesota,Electronics,Mobile,Newspaper,28845,1,12,UPI,Express,6,No,4
F1718,2026-01-20,CUST805,Shannonborough,Idaho,Grocery,Snacks,Social,56634,3,18,Credit Card,Express,2,Yes,2
F1719,2025-09-17,CUST551,Lake Crystal,Indiana,Beauty,Makeup,Simple,54993,1,9,EMI,Express,5,No,5
F1720,2025-10-19,CUST463,Anthonyport,Michigan,Home,Furniture,Action,52294,5,18,EMI,Express,2,Yes,4
F1721,2025-09-11,CUST462,Christinamouth,Michigan,Beauty,Skincare,American,48123,2,26,Debit Card,Express,3,No,3
F1722,2026-02-02,CUST938,Lake Karen,Missouri,Beauty,Makeup,Financial,36578,5,23,Debit Card,Standard,7,Yes,1
F1723,2025-10-01,CUST546,Andrewshire,New York,Grocery,Beverages,Mother,24595,1,8,EMI,Standard,4,No,1
F1724,2025-09-24,CUST990,Reynoldsberg,Maryland,Grocery,Beverages,Commercial,1030,3,16,UPI,Express,4,No,5
F1725,2025-11-21,CUST527,New Daniellemouth,Nevada,Grocery,Beverages,Evening,43098,3,13,Credit Card,Standard,7,Yes,5
F1726,2026-02-14,CUST574,East Danny,Massachusetts,Beauty,Makeup,Training,52838,1,16,Debit Card,Express,5,No,4
F1727,2025-09-14,CUST775,Melissaberg,Virginia,Electronics,Mobile,Air,29234,2,17,EMI,Express,7,No,5
F1728,2025-08-23,CUST822,Dalefurt,Pennsylvania,Fashion,Men Clothing,Today,55857,4,15,EMI,Express,4,Yes,5
F1729,2026-02-16,CUST381,Justinview,Nevada,Electronics,Accessories,Direction,5526,1,30,Debit Card,Standard,6,No,1
F1730,2025-09-21,CUST510,Port Thomaschester,Wisconsin,Home,Kitchen,Daughter,41944,1,7,Debit Card,Standard,5,Yes,4
F1731,2025-09-23,CUST792,Lake Eric,Rhode Island,Beauty,Skincare,City,5212,4,9,Debit Card,Standard,4,No,1
F1732,2025-10-30,CUST895,Richardbury,Delaware,Fashion,Men Clothing,Letter,12096,2,24,UPI,Express,6,No,4
F1733,2025-09-22,CUST764,North Allen,Pennsylvania,Home,Furniture,Particular,39657,2,18,EMI,Standard,7,Yes,3
F1734,2025-12-10,CUST767,West Nicholasshire,Iowa,Grocery,Beverages,Always,15645,3,7,Credit Card,Express,5,Yes,2
F1735,2026-01-13,CUST102,Colleenmouth,Virginia,Fashion,Men Clothing,Serve,6775,4,28,EMI,Standard,2,Yes,4
F1736,2025-11-11,CUST228,Averyfurt,Indiana,Beauty,Makeup,Clearly,42885,2,13,COD,Standard,2,Yes,4
F1737,2025-09-28,CUST594,Dianatown,South Dakota,Fashion,Women Clothing,Feeling,58232,2,12,Debit Card,Standard,5,No,4
F1738,2025-09-02,CUST963,Bennettborough,Rhode Island,Grocery,Beverages,Federal,23275,3,14,Credit Card,Standard,6,No,5
F1739,2025-09-24,CUST456,East Jeremy,Oklahoma,Home,Furniture,Hold,22874,2,25,UPI,Standard,3,Yes,3
F1740,2026-01-09,CUST633,North Ashley,Oregon,Beauty,Makeup,Site,7155,1,22,EMI,Standard,5,No,4
F1741,2025-12-10,CUST315,Westfort,New Jersey,Grocery,Snacks,Building,57461,5,13,COD,Standard,2,No,4
F1742,2025-10-20,CUST109,North Jennifer,Montana,Home,Kitchen,Prove,25774,1,23,EMI,Standard,4,No,3
F1743,2025-09-26,CUST263,Victoriamouth,North Carolina,Home,Furniture,Majority,40767,1,11,UPI,Standard,2,No,5
F1744,2026-01-17,CUST260,Riverstown,Massachusetts,Beauty,Skincare,Film,6071,2,9,Credit Card,Express,5,No,3
F1745,2025-09-27,CUST309,Kelleyhaven,Mississippi,Beauty,Makeup,Line,17666,1,20,Credit Card,Standard,2,Yes,2
F1746,2025-09-24,CUST801,Dayport,Connecticut,Home,Kitchen,Bed,53867,2,21,UPI,Standard,7,No,2
F1747,2025-12-23,CUST518,Perezbury,Colorado,Beauty,Skincare,Sure,9578,2,23,Credit Card,Express,7,No,1
F1748,2025-09-25,CUST103,West Timothy,Illinois,Beauty,Makeup,Adult,55688,3,7,EMI,Express,4,No,3
F1749,2025-11-08,CUST115,East Brittanyview,Oklahoma,Fashion,Men Clothing,Real,21037,1,23,COD,Express,3,No,2
F1750,2026-01-15,CUST972,Simpsonhaven,Vermont,Beauty,Skincare,Always,45001,5,28,Credit Card,Standard,2,Yes,3
F1751,2026-01-10,CUST174,North Michellefort,New Jersey,Grocery,Snacks,Item,7134,1,5,Debit Card,Standard,6,No,2
F1752,2026-01-21,CUST757,Brettbury,Massachusetts,Beauty,Makeup,Black,13921,3,12,COD,Express,4,No,5
F1753,2025-12-16,CUST428,Dunntown,Maine,Home,Kitchen,Reflect,17834,3,6,UPI,Standard,3,Yes,5
F1754,2025-12-22,CUST603,Orrview,Virginia,Fashion,Men Clothing,Fill,19009,4,11,EMI,Express,2,No,3
F1755,2025-09-16,CUST420,Port Alexander,Tennessee,Home,Furniture,Big,48463,1,23,EMI,Standard,7,No,1
F1756,2025-11-18,CUST312,Robertsshire,South Dakota,Home,Furniture,Speech,2577,3,24,COD,Express,2,No,2
F1757,2026-02-15,CUST679,Lake Carol,Rhode Island,Grocery,Beverages,Best,54626,2,29,EMI,Express,7,Yes,2
F1758,2025-11-28,CUST677,Masonborough,New Mexico,Home,Furniture,Plan,38523,5,20,COD,Express,6,Yes,2
F1759,2025-11-15,CUST872,Staffordfurt,Arizona,Grocery,Snacks,Buy,28394,5,8,COD,Standard,5,No,5
F1760,2025-09-18,CUST688,Dannyhaven,Ohio,Grocery,Snacks,Heavy,7486,2,26,Debit Card,Express,6,No,1
F1761,2025-12-19,CUST159,East Joelstad,Massachusetts,Fashion,Men Clothing,Money,38647,1,15,EMI,Express,2,Yes,1
F1762,2025-12-09,CUST266,Port Theresa,New York,Grocery,Beverages,Real,12388,2,15,Debit Card,Express,4,No,3
F1763,2025-11-30,CUST778,South Melinda,Alabama,Fashion,Women Clothing,Specific,34409,5,7,Debit Card,Express,2,No,2
F1764,2026-01-15,CUST845,Lewishaven,Kansas,Grocery,Beverages,Tonight,56732,4,20,UPI,Standard,2,Yes,3
F1765,2026-01-12,CUST726,Shawnhaven,North Carolina,Electronics,Laptop,Current,56703,2,23,COD,Express,6,No,2
F1766,2025-09-13,CUST773,North Michelle,Kentucky,Electronics,Laptop,Consider,29993,3,24,Credit Card,Standard,5,Yes,5
F1767,2026-01-16,CUST458,North Eric,Illinois,Grocery,Snacks,Trial,48027,1,15,Credit Card,Standard,5,No,5
F1768,2025-11-21,CUST594,North Anna,Georgia,Grocery,Beverages,From,41882,1,8,EMI,Standard,3,No,5
F1769,2025-11-02,CUST700,West William,North Dakota,Beauty,Makeup,Guy,37902,2,22,EMI,Express,4,No,4
F1770,2025-12-26,CUST607,East Dawnport,Ohio,Electronics,Mobile,Experience,5133,4,11,Credit Card,Express,5,Yes,4
F1771,2025-11-06,CUST134,New Joshua,New Mexico,Grocery,Beverages,Another,27624,4,12,Credit Card,Express,5,No,4
F1772,2025-12-20,CUST418,Fryetown,Utah,Grocery,Snacks,Method,22233,3,18,COD,Express,3,Yes,5
F1773,2025-10-28,CUST996,West Cynthia,Tennessee,Electronics,Laptop,Small,44407,4,20,Credit Card,Express,7,Yes,2
F1774,2026-01-07,CUST251,Adrianamouth,South Dakota,Home,Furniture,Role,38383,3,8,COD,Express,4,No,5
F1775,2026-02-10,CUST880,Christopherfort,Missouri,Home,Kitchen,Machine,35429,1,26,Debit Card,Express,6,No,2
F1776,2026-02-12,CUST874,Bowersmouth,Arkansas,Home,Kitchen,Tax,54549,5,12,COD,Standard,6,No,5
F1777,2026-02-18,CUST206,Gonzalezview,Vermont,Fashion,Men Clothing,Him,39544,1,6,EMI,Express,3,No,5
F1778,2026-02-19,CUST981,Lake Jorge,Ohio,Home,Furniture,Home,34249,5,22,Debit Card,Standard,5,No,1
F1779,2025-09-04,CUST497,East Matthewview,Florida,Beauty,Skincare,Bit,22970,5,8,EMI,Standard,4,No,4
F1780,2025-11-05,CUST412,Catherineburgh,Utah,Beauty,Skincare,Minute,10626,2,24,Credit Card,Standard,7,Yes,2
F1781,2026-02-02,CUST691,West Julia,Florida,Home,Furniture,Help,1353,3,25,UPI,Standard,2,Yes,5
F1782,2025-10-26,CUST727,South Maryfurt,New Mexico,Electronics,Laptop,Bag,3790,3,30,Credit Card,Standard,3,Yes,1
F1783,2026-02-05,CUST810,Dicksonton,Connecticut,Beauty,Makeup,Image,25481,4,7,Credit Card,Express,7,Yes,1
F1784,2026-02-01,CUST422,Lake Heather,Hawaii,Electronics,Accessories,Firm,16772,5,20,EMI,Express,6,No,4
F1785,2025-11-02,CUST614,East Lori,New York,Grocery,Snacks,Anyone,17065,4,23,Credit Card,Express,7,No,2
F1786,2025-10-13,CUST980,Paceton,Wisconsin,Fashion,Women Clothing,Physical,25320,1,7,EMI,Standard,5,Yes,1
F1787,2025-11-29,CUST252,Batesfort,Hawaii,Home,Kitchen,Into,54967,4,29,UPI,Standard,4,Yes,5
F1788,2025-12-12,CUST567,Debrabury,West Virginia,Fashion,Women Clothing,Recent,3655,2,30,COD,Standard,4,No,1
F1789,2025-09-12,CUST883,Carlatown,Colorado,Beauty,Makeup,Can,29028,4,16,UPI,Standard,6,No,5
F1790,2025-10-25,CUST897,Boltonport,Georgia,Fashion,Women Clothing,Form,12334,5,23,Debit Card,Standard,6,No,1
F1791,2025-11-18,CUST600,New Juliaberg,Kansas,Grocery,Beverages,Blue,7323,1,6,Debit Card,Express,5,Yes,2
F1792,2025-12-03,CUST386,East Michael,New York,Beauty,Skincare,Let,45549,1,16,UPI,Standard,4,Yes,4
F1793,2025-12-26,CUST178,Lake Kara,Virginia,Beauty,Makeup,Method,21070,4,5,Debit Card,Express,4,Yes,3
F1794,2025-11-02,CUST328,Port Karenchester,Maryland,Electronics,Laptop,Opportunity,29462,1,12,UPI,Express,2,Yes,2
F1795,2026-01-06,CUST930,Cooperbury,Colorado,Beauty,Skincare,Race,9153,4,19,Credit Card,Standard,5,Yes,4
F1796,2026-02-11,CUST874,Johnbury,Illinois,Electronics,Mobile,Approach,56800,2,12,Credit Card,Express,7,Yes,4
F1797,2025-10-29,CUST530,Juliechester,South Carolina,Grocery,Snacks,Machine,42496,2,12,Credit Card,Express,4,No,1
F1798,2025-12-10,CUST654,Lopezburgh,Vermont,Beauty,Skincare,Up,6189,4,24,COD,Standard,5,No,3
F1799,2025-10-28,CUST297,North Chadberg,Arizona,Grocery,Beverages,Bar,29837,1,5,EMI,Standard,3,No,5
F1800,2025-12-09,CUST163,Meltonchester,Pennsylvania,Beauty,Makeup,Lawyer,52850,3,20,EMI,Standard,5,Yes,2
F1801,2026-02-15,CUST299,Port Bonnie,Iowa,Fashion,Men Clothing,Language,37254,2,28,Debit Card,Express,4,Yes,4
F1802,2025-10-18,CUST544,Port Emilyshire,Michigan,Beauty,Makeup,Score,46838,2,18,Debit Card,Standard,2,No,5
F1803,2026-01-28,CUST750,North Amy,Minnesota,Electronics,Accessories,Minute,3317,4,12,EMI,Standard,5,Yes,1
F1804,2025-12-13,CUST480,West Angelaville,Oregon,Electronics,Laptop,Social,44157,5,5,UPI,Express,4,No,2
F1805,2025-12-06,CUST110,North Robertshire,Pennsylvania,Beauty,Skincare,Pull,19138,1,29,UPI,Express,3,Yes,5
F1806,2025-12-24,CUST292,Cervanteshaven,Delaware,Grocery,Beverages,Eye,30578,5,9,EMI,Standard,3,No,4
F1807,2026-01-25,CUST956,West Daniel,Connecticut,Home,Furniture,Per,46192,1,15,COD,Express,6,Yes,1
F1808,2026-02-09,CUST517,Rodrigueztown,Kentucky,Beauty,Skincare,Whether,9137,2,16,COD,Express,2,Yes,1
F1809,2025-12-10,CUST270,Williamtown,Kentucky,Beauty,Skincare,Painting,41206,5,9,Credit Card,Express,5,Yes,5
F1810,2025-12-19,CUST754,West Marcus,North Carolina,Electronics,Mobile,Improve,38670,1,29,Debit Card,Express,7,Yes,5
F1811,2026-01-17,CUST181,South Brandi,Alaska,Fashion,Men Clothing,Middle,8989,2,20,EMI,Standard,7,No,1
F1812,2026-01-25,CUST154,Roseville,Florida,Home,Kitchen,Pay,40766,4,21,EMI,Standard,5,Yes,3
F1813,2025-09-28,CUST160,Kevinburgh,New Jersey,Home,Kitchen,Every,53882,3,25,UPI,Express,3,Yes,2
F1814,2025-11-06,CUST797,South Robertstad,Minnesota,Fashion,Men Clothing,Remain,45383,5,12,EMI,Standard,6,No,4
F1815,2025-08-25,CUST532,Foxstad,Pennsylvania,Fashion,Men Clothing,Catch,7138,4,21,Debit Card,Express,2,No,4
F1816,2025-10-20,CUST926,Mckaymouth,New Jersey,Electronics,Mobile,Unit,17250,3,20,Credit Card,Standard,6,No,2
F1817,2025-11-20,CUST419,Christopherville,Arizona,Electronics,Laptop,Create,20093,4,19,Credit Card,Express,5,Yes,1
F1818,2025-10-21,CUST670,Port Tinatown,Missouri,Electronics,Accessories,Pass,35068,1,22,EMI,Standard,6,No,5
F1819,2025-09-17,CUST805,Melissatown,North Dakota,Home,Furniture,Service,8090,1,30,UPI,Express,5,Yes,1
F1820,2025-08-24,CUST974,East Daniel,New York,Home,Furniture,Campaign,6889,3,16,EMI,Standard,6,No,3
F1821,2025-08-29,CUST279,East Anthonyfort,Virginia,Grocery,Beverages,Of,56612,5,22,UPI,Express,6,No,3
F1822,2025-12-12,CUST236,Christineborough,Nevada,Home,Kitchen,Management,29249,3,28,Credit Card,Express,5,No,5
F1823,2025-09-12,CUST285,Lake Andrew,Georgia,Beauty,Skincare,Brother,57857,3,17,Credit Card,Standard,3,Yes,1
F1824,2025-12-13,CUST666,New Hannahchester,Kansas,Beauty,Skincare,Decade,9287,3,18,Credit Card,Standard,5,Yes,3
F1825,2025-11-12,CUST817,Port Zachary,Alaska,Beauty,Skincare,Do,37096,5,7,Debit Card,Standard,4,Yes,3
F1826,2025-12-14,CUST982,Kimstad,New York,Beauty,Makeup,Probably,24937,4,21,UPI,Standard,5,No,5
F1827,2025-11-28,CUST641,New Elizabethshire,Minnesota,Beauty,Makeup,Star,6405,2,23,Credit Card,Standard,6,No,1
F1828,2025-09-06,CUST139,South Donna,California,Fashion,Women Clothing,Recently,43612,5,24,EMI,Express,2,Yes,5
F1829,2026-01-17,CUST808,Chaseberg,Missouri,Electronics,Mobile,Scientist,10388,4,16,Credit Card,Express,5,Yes,1
F1830,2025-11-23,CUST206,Smithborough,Pennsylvania,Grocery,Snacks,Product,13888,4,27,Credit Card,Standard,6,Yes,5
F1831,2026-01-04,CUST934,West Robertstad,Kansas,Fashion,Women Clothing,Be,41021,1,25,Credit Card,Express,7,Yes,2
F1832,2025-10-26,CUST139,Annestad,New Hampshire,Home,Furniture,Left,16362,5,9,Debit Card,Express,4,No,3
F1833,2025-10-16,CUST364,Port Austinfurt,North Dakota,Electronics,Laptop,Use,38820,5,9,EMI,Express,5,Yes,3
F1834,2025-09-15,CUST767,East Pamela,Arkansas,Home,Kitchen,Others,33998,1,16,COD,Express,4,Yes,3
F1835,2025-12-16,CUST195,Lake Heatherfurt,South Carolina,Beauty,Makeup,Large,46256,3,21,EMI,Standard,6,Yes,1
F1836,2026-02-10,CUST317,Port Davidfort,Georgia,Fashion,Men Clothing,Light,50963,3,10,UPI,Standard,7,No,5
F1837,2026-01-22,CUST488,Fergusonmouth,New Mexico,Beauty,Skincare,Sit,53068,2,14,Credit Card,Standard,3,No,2
F1838,2025-11-22,CUST581,Shannonmouth,Alaska,Electronics,Mobile,Present,59834,3,14,EMI,Standard,7,Yes,4
F1839,2025-11-19,CUST990,Lucasshire,Arkansas,Electronics,Laptop,Subject,55611,3,15,COD,Standard,7,No,3
F1840,2025-11-25,CUST758,Aprilmouth,Alabama,Grocery,Beverages,Turn,8742,5,7,COD,Standard,5,Yes,2
F1841,2026-01-01,CUST381,Mooneyshire,Delaware,Beauty,Skincare,Nearly,54852,3,10,UPI,Standard,3,Yes,1
F1842,2025-12-23,CUST846,Lake Kimberly,Kentucky,Beauty,Makeup,Hit,12204,3,7,Debit Card,Standard,6,Yes,5
F1843,2025-10-21,CUST313,South Sabrina,Montana,Electronics,Mobile,Mr,34460,3,11,Debit Card,Standard,7,Yes,1
F1844,2025-12-03,CUST870,West Marieborough,South Carolina,Home,Kitchen,Instead,41714,4,11,EMI,Standard,7,No,4
F1845,2026-02-15,CUST134,Carterland,West Virginia,Grocery,Snacks,Keep,12180,5,15,EMI,Standard,6,Yes,5
F1846,2026-01-04,CUST774,North Josephburgh,Colorado,Grocery,Snacks,Factor,59105,5,26,UPI,Express,5,Yes,1
F1847,2026-01-14,CUST440,Danielburgh,New Jersey,Grocery,Snacks,Tonight,53840,5,17,Credit Card,Standard,4,No,1
F1848,2025-11-25,CUST813,Danielleville,Iowa,Beauty,Makeup,Open,38103,2,30,Debit Card,Standard,6,Yes,3
F1849,2026-01-14,CUST691,South Susan,Alabama,Beauty,Skincare,Left,12764,5,13,UPI,Express,6,Yes,3
F1850,2025-11-06,CUST837,Smithbury,Minnesota,Grocery,Snacks,In,43569,5,23,Debit Card,Express,6,Yes,1
F1851,2026-02-02,CUST971,North Nancystad,North Carolina,Electronics,Laptop,Such,43982,5,22,Debit Card,Standard,4,No,5
F1852,2026-01-02,CUST804,Jamiemouth,Minnesota,Beauty,Skincare,Share,37919,2,24,Credit Card,Standard,6,No,3
F1853,2025-08-25,CUST422,Lake Rebecca,Missouri,Electronics,Accessories,Early,38608,5,21,EMI,Express,7,Yes,4
F1854,2026-02-18,CUST891,Franklinland,Vermont,Electronics,Mobile,Sign,24355,5,9,Credit Card,Express,4,No,4
F1855,2025-11-11,CUST561,Lake Larry,South Dakota,Beauty,Skincare,Before,26004,3,26,COD,Standard,7,Yes,5
F1856,2025-11-24,CUST704,Jacobshire,Louisiana,Home,Kitchen,Place,51434,3,13,Credit Card,Express,2,Yes,2
F1857,2025-10-27,CUST132,South Nicholaston,New Jersey,Beauty,Makeup,Commercial,44076,3,6,Credit Card,Standard,3,Yes,1
F1858,2025-11-20,CUST514,South Mary,New Mexico,Beauty,Makeup,Interesting,25514,4,9,EMI,Standard,6,Yes,1
F1859,2025-09-18,CUST135,Port Pamela,New Mexico,Electronics,Accessories,Success,9440,5,7,EMI,Standard,2,Yes,4
F1860,2025-09-21,CUST413,Summersshire,New Jersey,Grocery,Snacks,View,51650,4,11,Debit Card,Express,3,No,5
F1861,2025-11-08,CUST983,West Francisburgh,Washington,Grocery,Beverages,Investment,10353,3,18,COD,Standard,4,No,5
F1862,2026-02-08,CUST684,West Kennethport,New York,Electronics,Laptop,Face,1044,1,7,COD,Express,2,Yes,4
F1863,2025-09-16,CUST668,East Jillshire,Wyoming,Home,Kitchen,Nothing,41344,2,12,Credit Card,Standard,6,Yes,5
